Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-11-10,AMGN,Amgen Inc,7.8493,11.1648,16.3237,22.4018,31.5845,39.5578,45.2317,51.1258,55.8128,59.6421,209.99029541015625,213.67554698035323,208.13896948603673,212.07628636451653,3742800.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-11,AMGN,Amgen Inc,7.9235,11.2972,16.4898,22.6315,31.8829,39.9825,45.7425,51.7199,56.4684,60.3453,209.1993408203125,213.52777911405826,207.2958672132249,210.7899144746952,2244800.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-12,AMGN,Amgen Inc,7.636,12.1743,17.6569,24.363,33.6293,41.4212,46.962,52.7454,57.3494,61.115,206.1138153076172,209.37318449625226,204.81006763216314,209.0776715394604,2438200.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-13,AMGN,Amgen Inc,7.6822,13.7014,17.8732,25.4122,34.4417,41.9597,47.3118,53.0148,57.5666,61.2968,207.7064208984375,208.78275225009983,205.6412571015308,207.29513731603475,1767100.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-16,AMGN,Amgen Inc,7.555,12.3523,17.6843,25.0936,34.163,41.7721,47.186,52.9321,57.5143,61.2663,207.09390258789062,209.85912476507187,205.8687975632228,207.75895044528323,2069200.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-17,AMGN,Amgen Inc,7.6814,13.933,18.9546,25.3821,34.8712,42.8444,48.513,54.441,59.1378,62.9612,203.4010772705078,207.33012924526915,203.121048730683,205.64999806380726,1935100.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-18,AMGN,Amgen Inc,8.1203,12.7989,18.7626,25.521,35.3509,42.9459,48.347,54.059,58.6096,62.3324,199.3057861328125,205.08999494804826,199.2007820858334,204.80997970527122,2466200.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-19,AMGN,Amgen Inc,8.0876,13.2609,19.7872,26.695,35.6322,43.9949,49.9375,57.2884,62.8827,67.2821,196.60179138183594,198.61445316954487,195.6567150636292,198.61445316954487,2595700.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-20,AMGN,Amgen Inc,8.4485,16.3965,20.3711,27.9652,37.1071,45.9355,52.2101,59.9789,65.8296,70.3881,195.2891845703125,196.96931577014328,193.81031554037142,195.3329406992005,2956200.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-23,AMGN,Amgen Inc,8.1335,14.8837,19.9283,27.2413,36.6666,44.9045,50.7601,58.1189,63.7173,68.1183,194.45785522460938,195.28916819378549,192.81272105434888,194.31784096490748,2032600.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-24,AMGN,Amgen Inc,8.0286,14.3394,19.8851,26.7156,36.1143,44.6318,50.6811,57.2245,62.2598,66.2595,192.9177703857422,195.18419651110105,192.3577266066478,194.65914962648262,3198300.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-25,AMGN,Amgen Inc,7.8468,14.5947,20.5063,27.4715,36.8025,45.0215,50.8587,57.2359,62.1554,66.0706,192.78648376464844,195.81422892174746,191.570138171008,193.47779587579768,2550300.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-27,AMGN,Amgen Inc,7.4588,16.1502,21.3462,27.9405,36.9349,45.0665,50.8388,57.1969,62.1092,66.0284,196.7243194580078,197.94942444131428,193.7315841720335,193.7490892960443,1698300.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-30,AMGN,Amgen Inc,8.4492,13.6294,19.6494,27.1789,37.2509,45.1297,50.7225,56.9183,61.7225,65.5684,194.30038452148438,197.1356139045183,192.03395820380345,196.30430072707722,4857700.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-01,AMGN,Amgen Inc,8.666,13.5383,18.5881,26.4009,36.7392,45.1505,51.1186,57.6875,62.741,66.7587,196.9605712890625,197.57311704037215,194.89540750429285,196.78556012475914,3050600.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-02,AMGN,Amgen Inc,8.1632,15.1304,20.653,28.0156,37.4466,45.4985,51.2103,57.558,62.4574,66.3646,198.25567626953125,201.33592359928284,196.54929399612354,196.96057758926494,2641200.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-03,AMGN,Amgen Inc,8.6112,14.1715,20.3105,28.005,38.1558,46.1436,51.8076,58.0975,62.9509,66.8198,198.56195068359375,199.90955134464485,197.3456050584419,197.76563452581553,2167800.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-04,AMGN,Amgen Inc,8.902,13.8245,20.0384,28.1155,39.2816,47.1194,52.6786,58.8423,63.6033,67.4017,200.57461547851562,201.55468870127038,197.54687019751083,197.54687019751083,2008800.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-07,AMGN,Amgen Inc,9.1245,15.6402,21.7425,30.1684,41.0481,48.8209,54.3324,60.577,65.3785,69.1883,198.159423828125,200.574623440785,196.98683426828106,200.39085302797517,2250300.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-08,AMGN,Amgen Inc,9.6139,16.4349,23.0582,31.7675,42.2864,50.3321,56.0323,62.3593,67.2018,71.0322,200.33836364746094,200.47837793724324,198.0719374106624,200.3996115539297,2124500.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-09,AMGN,Amgen Inc,9.6599,16.0562,22.7329,31.4839,42.5381,51.1703,57.285,64.0085,69.1073,73.1077,201.13465881347656,202.65727065962193,199.41077143968286,201.07339756093242,2210000.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-10,AMGN,Amgen Inc,9.9427,16.2507,23.5558,32.992,44.2965,52.3945,58.1307,64.5419,69.4224,73.2643,199.65579223632812,201.26591636263004,199.09574848141892,200.93338579323208,1558100.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-11,AMGN,Amgen Inc,10.6308,17.8191,24.0508,33.0705,45.4392,54.0468,60.1434,66.9154,72.0164,75.9957,198.9907684326172,199.34080419042016,197.32814197867447,198.1769603316607,2019300.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-14,AMGN,Amgen Inc,10.337,18.5473,24.2879,33.2011,45.2242,52.9646,58.4492,64.7692,69.5827,73.3757,200.79339599609375,203.18233131008486,199.14826153316363,200.81088776729723,2904700.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-15,AMGN,Amgen Inc,10.023,17.818,23.7638,33.1367,44.7614,52.7958,58.4858,64.9128,69.8032,73.6509,201.72970581054688,202.38600772421998,198.64071253839188,200.399596860137,2566600.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-16,AMGN,Amgen Inc,9.8687,15.5153,22.6893,31.7351,44.4694,53.0741,59.1627,65.8787,70.9579,74.9323,199.90081787109375,202.38601129005662,199.6120434216901,201.25717785374852,2589100.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-17,AMGN,Amgen Inc,9.4951,16.9362,23.0116,32.4275,43.6192,52.0142,57.9533,64.5393,69.5434,73.476,202.35101318359375,202.47352234147078,200.2420931385351,200.4958573396744,2510400.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-18,AMGN,Amgen Inc,9.7153,15.6615,22.9127,31.8794,43.9556,52.1242,57.9035,64.365,69.2856,73.1595,199.944580078125,203.0510652699635,198.8594893885339,203.0510652699635,5888900.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-21,AMGN,Amgen Inc,10.2413,16.8641,24.1226,33.0522,45.7975,53.7946,59.4505,65.8262,70.6709,74.4785,198.91197204589844,199.4632698989833,193.89782941151842,197.48560501775617,2311400.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-22,AMGN,Amgen Inc,10.7751,16.2804,23.4353,32.498,45.4848,53.6707,59.4598,65.9759,70.9148,74.7876,193.3815460205078,198.185667350754,192.5852298492388,197.52061957010412,3571600.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-23,AMGN,Amgen Inc,10.6551,16.4208,22.8107,32.6938,44.9628,53.2198,59.0588,65.5964,70.5552,74.446,195.0879364013672,195.64798017483696,193.09277962385002,193.8103294496253,1763500.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-24,AMGN,Amgen Inc,10.9632,15.1213,22.1973,32.3234,44.8899,52.4704,57.832,61.5381,64.4291,66.7517,195.07916259765625,196.52303473179902,194.51911886600277,195.350445254977,955400.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-12-28,AMGN,Amgen Inc,9.7901,15.5136,22.7227,31.7257,43.7408,52.1965,58.1693,62.2231,65.3481,67.8305,195.7091827392578,198.5531570797936,195.16664421478436,195.16664421478436,1495100.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
